指数代码	指数简称	指数全称	发布日期	退市日期	指数行情	指数权重	指数成分
H20211.INDX	资本市场全收益	中证全指资本市场全收益指数	2013-07-15	0000-00-00	有	有	有
H20212.INDX	生物科技全收益	中证全指生物科技全收益指数	2013-07-15	0000-00-00	有	有	有
H20213.INDX	CS航空航天全收益	中证航空航天全收益指数	2013-07-15	0000-00-00	有	有	有
H20214.INDX	能源设备全收益	中证全指能源设备与服务全收益指数	2013-07-15	0000-00-00	有	有	有
H20215.INDX	休闲用品全收益	中证全指休闲设备与用品全收益指数	2013-07-15	0000-00-00	有	有	有
H20216.INDX	海运指数全收益	中证全指海运全收益指数	2013-07-15	0000-00-00	有	有	有
H20217.INDX	医疗器械全收益	中证全指医疗器械全收益指数	2013-07-15	0000-00-00	有	有	有
H20218.INDX	水务指数全收益	中证全指水公用事业全收益指数	2013-07-15	0000-00-00	有	有	有
H20219.INDX	容器包装全收益	中证全指容器与包装全收益指数	2013-07-15	0000-00-00	有	有	有
H20220.INDX	网络软件全收益	中证全指互联网软件与服务全收益指数	2013-07-15	0000-00-00	有	有	有
H20221.INDX	复合公用全收益	中证全指复合型公用事业全收益指数	2013-07-15	0000-00-00	有	有	有
H20222.INDX	公路铁路全收益	中证全指公路与铁路全收益指数	2013-07-15	0000-00-00	有	有	有
H20223.INDX	航空公司全收益	中证全指航空公司全收益指数	2013-07-15	0000-00-00	有	有	有
H20229.INDX	中证军工全收益	中证军工全收益指数	2013-12-26	0000-00-00	有	有	有
H20230.INDX	H300LV(全)	中证香港300低波动全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20231.INDX	H300LB(全)	中证香港300低贝塔全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20232.INDX	H300HB(全)	中证香港300高贝塔全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20233.INDX	H300稳定(全)	中证香港300稳定全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20234.INDX	H300动态(全)	中证香港300动态全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20235.INDX	H300CNLV(全)	中证香港300内地低波动全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20236.INDX	H300CNLB(全)	中证香港300内地低贝塔全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20237.INDX	H300CNHB(全)	中证香港300内地高贝塔全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20238.INDX	HK100EW(全)	中证香港100等权重全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20239.INDX	HKCN50EW(全)	中证香港内地股等权重全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20240.INDX	H300LV(全)CNY	中证香港300低波动人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20241.INDX	H300LB(全)CNY	中证香港300低贝塔人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20242.INDX	H300HB(全)CNY	中证香港300高贝塔人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20243.INDX	H300稳定(全)CNY	中证香港300稳定人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20244.INDX	H300动态(全)CNY	中证香港300动态人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20245.INDX	H300CNLV(全)CNY	中证香港300内地低波动人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20246.INDX	H300CNLB(全)CNY	中证香港300内地低贝塔人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20247.INDX	H300CNHB(全)CNY	中证香港300内地高贝塔人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20248.INDX	HK100EW(全)CNY	中证香港100等权重人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20249.INDX	HKCN50EW(全)CNY	中证香港内地股等权重人民币全收益指数	2013-10-15	0000-00-00	NA	NA	有
H20250.INDX	500能源全收益	中证500能源全收益指数	2013-11-06	0000-00-00	有	有	有
H20251.INDX	500原料全收益	中证500原材料全收益指数	2013-11-06	0000-00-00	有	有	有
H20252.INDX	500工业全收益	中证500工业全收益指数	2013-11-06	0000-00-00	有	有	有
H20253.INDX	500可选全收益	中证500可选消费全收益指数	2013-11-06	0000-00-00	有	有	有
H20254.INDX	500消费全收益	中证500主要消费全收益指数	2013-11-06	0000-00-00	有	有	有
H20255.INDX	500医药全收益	中证500医药卫生全收益指数	2013-11-06	0000-00-00	有	有	有
H20256.INDX	500金地全收益	中证500金融地产全收益指数	2013-11-06	0000-00-00	有	有	有
H20257.INDX	500信息全收益	中证500信息技术全收益指数	2013-11-06	0000-00-00	有	有	有
H20258.INDX	500电信全收益	中证500电信业务全收益指数	2013-11-06	0000-00-00	有	有	有
H20259.INDX	500公用全收益	中证500公用事业全收益指数	2013-11-06	0000-00-00	有	有	有
H20260.INDX	300动量全收益	沪深300动量全收益指数	2013-11-21	0000-00-00	有	有	有
H20261.INDX	300ERC全收益	沪深300等风险加权全收益指数	2013-11-21	0000-00-00	有	有	有
H20262.INDX	地产等权全收益	沪深300地产等权重全收益指数	2013-11-22	0000-00-00	有	有	有
H20267.INDX	高收益债ETFs(全)	中证海外高收益债券ETF指数(美元)全收益指数	2013-12-18	0000-00-00	有	NA	有
H20268.INDX	高收益债ETFs(全)CNY	中证海外高收益债券ETF指数(人民币)全收益指数	2013-12-18	0000-00-00	有	NA	有
H20269.INDX	红利低波全收益	中证红利低波动全收益指数	2013-12-19	0000-00-00	有	有	有
H20270.INDX	红利价值全收益	中证红利价值全收益指数	2013-12-19	0000-00-00	有	有	有
H20271.INDX	100动态全收益	中证100动态全收益指数	2014-01-17	0000-00-00	有	有	有
H20272.INDX	100稳定全收益	中证100稳定全收益指数	2014-01-17	0000-00-00	有	有	有
H20273.INDX	200动态全收益	中证200动态全收益指数	2014-01-17	0000-00-00	有	有	有
H20274.INDX	200稳定全收益	中证200稳定全收益指数	2014-01-17	0000-00-00	有	有	有
H20318.INDX	科技传媒通信150全收益	中证科技传媒通信150全收益指数	2014-04-15	0000-00-00	有	有	有
H20319.INDX	中证传媒全收益	中证传媒全收益指数	2014-04-15	0000-00-00	有	有	有
H20320.INDX	移动互联全收益	中证移动互联网全收益指数	2014-05-05	0000-00-00	有	有	有
H20321.INDX	中证国防全收益	中证国防全收益指数	2014-04-15	0000-00-00	有	有	有
H20324.INDX	H300银行(全)H	中证香港300银行全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20325.INDX	H300运输(全)H	中证香港300运输全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20326.INDX	H300资源(全)H	中证香港300资源全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20327.INDX	H300基建(全)H	中证香港300基建全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20328.INDX	H300物流(全)H	中证香港300物流全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20329.INDX	H300休闲(全)H	中证香港300休闲全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20330.INDX	HK细分龙头(全)H	中证香港300细分行业龙头全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20331.INDX	HK行业龙头(全)H	中证香港300行业龙头全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20332.INDX	香港50(全)H	中证香港50全收益指数(港币)	2014-05-21	0000-00-00	NA	NA	有
H20334.INDX	H300银行(全)CNY	中证香港300银行人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20335.INDX	H300运输(全)CNY	中证香港300运输人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20336.INDX	H300资源(全)CNY	中证香港300资源人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20337.INDX	H300基建(全)CNY	中证香港300基建人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20338.INDX	H300物流(全)CNY	中证香港300物流人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20339.INDX	H300休闲(全)CNY	中证香港300休闲人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20340.INDX	HK细分龙头(全)CNY	中证香港300细分行业龙头人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20341.INDX	HK行业龙头(全)CNY	中证香港300行业龙头人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20342.INDX	香港50(全)CNY	中证香港50人民币全收益指数	2014-05-21	0000-00-00	NA	NA	有
H20343.INDX	养老产业全收益	中证养老产业全收益指数	2014-06-06	0000-00-00	有	有	有
H20344.INDX	健康产业全收益	中证健康产业全收益指数	2014-06-06	0000-00-00	有	有	有
H20349.INDX	国企改革全收益	中证国有企业改革全收益指数	2014-08-07	0000-00-00	有	有	有
H20351.INDX	500成长全收益	中证500成长全收益指数	2014-06-09	0000-00-00	有	有	有
H20352.INDX	500价值全收益	中证500价值全收益指数	2014-06-09	0000-00-00	有	有	有
H20353.INDX	500R成长全收益	中证500相对成长全收益指数	2014-06-09	0000-00-00	有	有	有
H20354.INDX	500R价值全收益	中证500相对价值全收益指数	2014-06-09	0000-00-00	有	有	有
H20355.INDX	800成长全收益	中证800成长全收益指数	2014-06-09	0000-00-00	有	有	有
H20356.INDX	800价值全收益	中证800价值全收益指数	2014-06-09	0000-00-00	有	有	有
H20357.INDX	800R成长全收益	中证800相对成长全收益指数	2014-06-09	0000-00-00	有	有	有
H20358.INDX	800R价值全收益	中证800相对价值全收益指数	2014-06-09	0000-00-00	有	有	有
H20359.INDX	转型成长全收益	中证转型成长全收益指数	2014-07-11	0000-00-00	有	有	有
H20362.INDX	基本300全收益	中证锐联基本面300全收益指数	2014-07-22	0000-00-00	有	有	有
H20363.INDX	基本500全收益	中证锐联基本面500全收益指数	2014-07-22	0000-00-00	有	有	有
H20364.INDX	300MV全收益	沪深300最小方差全收益指数	2014-07-08	2017-05-02	NA	NA	NA
H20365.INDX	文娱传媒全收益	中证文娱传媒全收益指数	2014-07-21	0000-00-00	有	有	有
H20366.INDX	高分红全收益	中证高分红全收益指数	2014-07-21	0000-00-00	有	有	有
H20367.INDX	大农业全收益	中证大农业全收益指数	2014-07-22	0000-00-00	有	有	有
H20368.INDX	中证高新全收益	中证高新技术企业全收益指数	2014-07-17	0000-00-00	有	有	有
H20369.INDX	中美TMT(全)	中证中美TMT全收益指数	2014-07-18	0000-00-00	有	NA	有
H20370.INDX	中美TMT(全)CNY	中证中美TMT人民币全收益指数	2014-07-18	0000-00-00	有	NA	有
H20371.INDX	环境治理全收益	中证环境治理全收益指数	2014-07-21	0000-00-00	有	有	有
H20372.INDX	中证安全全收益	中证社会发展安全产业主题全收益指数	2014-07-21	0000-00-00	有	有	有
H20373.INDX	百发100全收益	中证百度百发策略100全收益指数	2014-07-30	0000-00-00	有	有	有
H20374.INDX	中国内地全指(全)	中证中国内地企业全球综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20375.INDX	CN能源综合(全)	中证中国内地企业全球能源综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20376.INDX	CN材料综合(全)	中证中国内地企业全球原材料综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20377.INDX	CN工业综合(全)	中证中国内地企业全球工业综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20378.INDX	CN可选综合(全)	中证中国内地企业全球可选消费综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20379.INDX	CN消费综合(全)	中证中国内地企业全球主要消费综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20380.INDX	CN医药综合(全)	中证中国内地企业全球医药卫生综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20381.INDX	CN金融综合(全)	中证中国内地企业全球金融地产综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20382.INDX	CN信息综合(全)	中证中国内地企业全球信息技术综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20383.INDX	CN电信综合(全)	中证中国内地企业全球电信业务综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20384.INDX	CN公用综合(全)	中证中国内地企业全球公用事业综合全收益指数	2014-07-31	0000-00-00	有	有	有
H20385.INDX	中国内地全指(全)USD	中证中国内地企业全球综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20386.INDX	CN能源综合(全)USD	中证中国内地企业全球能源综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20387.INDX	CN材料综合(全)USD	中证中国内地企业全球原材料综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20388.INDX	CN工业综合(全)USD	中证中国内地企业全球工业综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20389.INDX	CN可选综合(全)USD	中证中国内地企业全球可选消费综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20390.INDX	CN消费综合(全)USD	中证中国内地企业全球主要消费综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20391.INDX	CN医药综合(全)USD	中证中国内地企业全球医药卫生综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20392.INDX	CN金融综合(全)USD	中证中国内地企业全球金融地产综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20393.INDX	CN信息综合(全)USD	中证中国内地企业全球信息技术综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20394.INDX	CN电信综合(全)USD	中证中国内地企业全球电信业务综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20395.INDX	CN公用综合(全)USD	中证中国内地企业全球公用事业综合美元全收益指数	2014-07-31	0000-00-00	有	有	有
H20399.INDX	智能家居全收益	中证智能家居全收益指数	2014-09-17	0000-00-00	有	有	有
H20418.INDX	香港100动量(全)	中证香港100动量全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20419.INDX	香港200动量(全)	中证香港200动量全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20420.INDX	香港50ERC(全)	中证香港50等风险贡献全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20421.INDX	香港100ERC(全)	中证香港100等风险贡献全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20422.INDX	香港50EW(全)	中证香港50等权重全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20434.INDX	香港100动量(全)CN	中证香港100动量人民币全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20435.INDX	香港200动量(全)CNY	中证香港200动量人民币全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20436.INDX	香港50ERC(全)CNY	中证香港50等风险贡献人民币全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20437.INDX	香港100ERC(全)CNY	中证香港100等风险贡献人民币全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20438.INDX	香港50EW(全)CNY	中证香港50等权重人民币全收益指数	2014-10-24	0000-00-00	NA	NA	有
H20439.INDX	1000能源全收益	中证1000能源全收益指数	2014-10-17	0000-00-00	有	有	有
H20440.INDX	1000材料全收益	中证1000原材料全收益指数	2014-10-17	0000-00-00	有	有	有
H20441.INDX	1000工业全收益	中证1000工业全收益指数	2014-10-17	0000-00-00	有	有	有
H20442.INDX	1000可选全收益	中证1000可选消费全收益指数	2014-10-17	0000-00-00	有	有	有
H20443.INDX	1000消费全收益	中证1000主要消费全收益指数	2014-10-17	0000-00-00	有	有	有
H20444.INDX	1000医药全收益	中证1000医药卫生全收益指数	2014-10-17	0000-00-00	有	有	有
H20445.INDX	1000金融全收益	中证1000金融地产全收益指数	2014-10-17	0000-00-00	有	有	有
H20446.INDX	1000信息全收益	中证1000信息技术全收益指数	2014-10-17	0000-00-00	有	有	有
H20447.INDX	1000电信全收益	中证1000电信业务全收益指数	2014-10-17	0000-00-00	有	有	有
H20448.INDX	1000公用全收益	中证1000公用事业全收益指数	2014-10-17	0000-00-00	有	有	有
H20451.INDX	中证医疗全收益	中证医疗全收益指数	2014-10-31	0000-00-00	有	有	有
H20455.INDX	陆港400全收益	中证沪深港400全收益指数	2014-11-28	0000-00-00	NA	有	有
H20456.INDX	陆港700全收益	中证沪深港700全收益指数	2014-11-28	0000-00-00	NA	有	有
H20457.INDX	陆港1100全收益	中证沪深港1100全收益指数	2014-11-28	0000-00-00	NA	有	有
H20458.INDX	陆港400能源全收益	中证沪深港400能源全收益指数	2014-11-28	0000-00-00	NA	有	有
H20459.INDX	陆港400材料全收益	中证沪深港400原材料全收益指数	2014-11-28	0000-00-00	NA	有	有
H20460.INDX	陆港400工业全收益	中证沪深港400工业全收益指数	2014-11-28	0000-00-00	NA	有	有
H20461.INDX	陆港400可选全收益	中证沪深港400可选消费全收益指数	2014-11-28	0000-00-00	NA	有	有
H20462.INDX	陆港400消费全收益	中证沪深港400主要消费全收益指数	2014-11-28	0000-00-00	NA	有	有
H20463.INDX	陆港400医药全收益	中证沪深港400医药卫生全收益指数	2014-11-28	0000-00-00	NA	有	有
H20464.INDX	陆港400金融全收益	中证沪深港400金融地产全收益指数	2014-11-28	0000-00-00	NA	有	有
H20465.INDX	陆港400信息全收益	中证沪深港400信息技术全收益指数	2014-11-28	0000-00-00	NA	有	有
H20466.INDX	陆港400电信全收益	中证沪深港400电信业务全收益指数	2014-11-28	0000-00-00	NA	有	有
H20467.INDX	陆港400公用全收益	中证沪深港400公用事业全收益指数	2014-11-28	0000-00-00	NA	有	有
H20468.INDX	陆港700能源全收益	中证沪深港700能源全收益指数	2014-11-28	0000-00-00	NA	有	有
H20469.INDX	陆港700材料全收益	中证沪深港700原材料全收益指数	2014-11-28	0000-00-00	NA	有	有
H20470.INDX	陆港700工业全收益	中证沪深港700工业全收益指数	2014-11-28	0000-00-00	NA	有	有
H20471.INDX	陆港700可选全收益	中证沪深港700可选消费全收益指数	2014-11-28	0000-00-00	NA	有	有
H20472.INDX	陆港700消费全收益	中证沪深港700主要消费全收益指数	2014-11-28	0000-00-00	NA	有	有
H20473.INDX	陆港700医药全收益	中证沪深港700医药卫生全收益指数	2014-11-28	0000-00-00	NA	有	有
H20474.INDX	陆港700金融全收益	中证沪深港700金融地产全收益指数	2014-11-28	0000-00-00	NA	有	有
